ID,SEQUENCE,POS,PROJECT,FILE
1413,k,FW,mpv-master,random.c
1414,x,FW,mpv-master,random.c
1415,seed,NN,mpv-master,random.c
1416,name 1,NN CD,mpv-master,natural_sort.c
1417,name 2,NN CD,mpv-master,natural_sort.c
1418,s,FW,mpv-master,ta_talloc.c
1419,a,FW,mpv-master,ta_talloc.c
1420,s,FW,mpv-master,ta_talloc.c
1421,a,FW,mpv-master,ta_talloc.c
1422,s,FW,mpv-master,ta_talloc.c
1423,a,FW,mpv-master,ta_talloc.c
1424,n,FW,mpv-master,ta_talloc.c
1425,s,FW,mpv-master,ta_talloc.c
1426,a,FW,mpv-master,ta_talloc.c
1427,n,FW,mpv-master,ta_talloc.c
1428,s,FW,mpv-master,ta_talloc.c
1429,fmt,NN,mpv-master,ta_talloc.c
1430,ap,FW,mpv-master,ta_talloc.c
1431,s,FW,mpv-master,ta_talloc.c
1432,fmt,NN,mpv-master,ta_talloc.c
1433,ap,FW,mpv-master,ta_talloc.c
1434,s,FW,mpv-master,ta_talloc.c
1435,fmt,NN,mpv-master,ta_talloc.c
1436,s,FW,mpv-master,ta_talloc.c
1437,fmt,NN,mpv-master,ta_talloc.c
1438,ptr,NN,mpv-master,ta.c
1439,ptr,NN,mpv-master,ta.c
1440,ta parent,FW NN,mpv-master,ta.c
1441,ptr,NN,mpv-master,ta.c
1442,ta parent,FW NN,mpv-master,ta.c
1443,size,NN,mpv-master,ta.c
1444,ta parent,FW NN,mpv-master,ta.c
1445,size,NN,mpv-master,ta.c
1446,ta parent,IN NN,mpv-master,ta.c
1447,ptr,FW,mpv-master,ta.c
1448,size,NN,mpv-master,ta.c
1449,ptr,NN,mpv-master,ta.c
1450,ptr,NN,mpv-master,ta.c
1451,ptr,NN,mpv-master,ta.c
1452,ptr,NN,mpv-master,ta.c
1453,h,FW,mpv-master,ta.c
1454,h,FW,mpv-master,ta.c
1455,h,FW,mpv-master,ta.c
1456,h,FW,mpv-master,ta.c
1457,ptr,NN,mpv-master,ta.c
1458,loc,NN,mpv-master,ta.c
1459,ptr,NN,mpv-master,ta.c
1460,h,FW,mpv-master,ta.c
1461,h,FW,mpv-master,ta.c
1462,h,FW,mpv-master,ta.c
1463,ptr,NN,mpv-master,ta.c
1464,loc,NN,mpv-master,ta.c
1465,ptr,NN,mpv-master,ta.c
1466,element size,NN NN,mpv-master,ta_utils.c
1467,count,NN,mpv-master,ta_utils.c
1468,next idx,JJ NN,mpv-master,ta_utils.c
1469,ta parent,FW NN,mpv-master,ta_utils.c
1470,ta parent,FW NN,mpv-master,ta_utils.c
1471,ptr,NN,mpv-master,ta_utils.c
1472,ta parent,FW NN,mpv-master,ta_utils.c
1473,ptr,NN,mpv-master,ta_utils.c
1474,size,NN,mpv-master,ta_utils.c
1475,str,NN,mpv-master,ta_utils.c
1476,at,IN,mpv-master,ta_utils.c
1477,append,VB,mpv-master,ta_utils.c
1478,append len,VB NN,mpv-master,ta_utils.c
1479,ta parent,FW NN,mpv-master,ta_utils.c
1480,str,NN,mpv-master,ta_utils.c
1481,ta parent,FW NN,mpv-master,ta_utils.c
1482,str,NN,mpv-master,ta_utils.c
1483,n,FW,mpv-master,ta_utils.c
1484,str,NN,mpv-master,ta_utils.c
1485,a,FW,mpv-master,ta_utils.c
1486,str,NN,mpv-master,ta_utils.c
1487,a,FW,mpv-master,ta_utils.c
1488,str,NN,mpv-master,ta_utils.c
1489,a,FW,mpv-master,ta_utils.c
1490,n,FW,mpv-master,ta_utils.c
1491,str,NN,mpv-master,ta_utils.c
1492,a,FW,mpv-master,ta_utils.c
1493,n,FW,mpv-master,ta_utils.c
1494,str,NN,mpv-master,ta_utils.c
1495,at,IN,mpv-master,ta_utils.c
1496,fmt,NN,mpv-master,ta_utils.c
1497,ap,FW,mpv-master,ta_utils.c
1498,ta parent,FW NN,mpv-master,ta_utils.c
1499,fmt,NN,mpv-master,ta_utils.c
1500,ta parent,FW NN,mpv-master,ta_utils.c
1501,fmt,NN,mpv-master,ta_utils.c
1502,ap,FW,mpv-master,ta_utils.c
1503,str,NN,mpv-master,ta_utils.c
1504,fmt,NN,mpv-master,ta_utils.c
1505,str,NN,mpv-master,ta_utils.c
1506,fmt,NN,mpv-master,ta_utils.c
1507,ap,FW,mpv-master,ta_utils.c
1508,str,NN,mpv-master,ta_utils.c
1509,fmt,NN,mpv-master,ta_utils.c
1510,str,NN,mpv-master,ta_utils.c
1511,fmt,NN,mpv-master,ta_utils.c
1512,ap,FW,mpv-master,ta_utils.c
1513,ta parent,FW NN,mpv-master,ta_utils.c
1514,ptr,NN,mpv-master,ta_utils.c
1515,size,NN,mpv-master,ta_utils.c
1516,ta parent,FW NN,mpv-master,ta_utils.c
1517,ptr,NN,mpv-master,ta_utils.c
1518,size,NN,mpv-master,ta_utils.c
1519,ta parent,FW NN,mpv-master,ta_utils.c
1520,str,NN,mpv-master,ta_utils.c
1521,ta parent,FW NN,mpv-master,ta_utils.c
1522,str,NN,mpv-master,ta_utils.c
1523,n,FW,mpv-master,ta_utils.c
1524,stream,NN,mpv-master,stream_null.c
1525,c,FW,mpv-master,stream.c
1526,url,NNP,mpv-master,stream.c
1527,tal loc ctx,NNP NN NN,mpv-master,stream.c
1528,url,NN,mpv-master,stream.c
1529,ok,NN,mpv-master,stream.c
1530,url,NNP,mpv-master,stream.c
1531,proto,NN,mpv-master,stream.c
1532,src,NN,mpv-master,stream.c
1533,new,JJ,mpv-master,stream.c
1534,s,FW,mpv-master,stream.c
1535,dst,NNP,mpv-master,stream.c
1536,len,NN,mpv-master,stream.c
1537,pos,NN,mpv-master,stream.c
1538,s,FW,mpv-master,stream.c
1539,keep,VB,mpv-master,stream.c
1540,new,JJ,mpv-master,stream.c
1541,s info,FW NN,mpv-master,stream.c
1542,args,NNP,mpv-master,stream.c
1543,ret,NNP,mpv-master,stream.c
1544,args,NNP,mpv-master,stream.c
1545,ret,NNP,mpv-master,stream.c
1546,url,NNP,mpv-master,stream.c
1547,flags,NNS,mpv-master,stream.c
1548,c,FW,mpv-master,stream.c
1549,global,JJ,mpv-master,stream.c
1550,filename,NN,mpv-master,stream.c
1551,global,JJ,mpv-master,stream.c
1552,s,FW,mpv-master,stream.c
1553,buf,NN,mpv-master,stream.c
1554,len,NN,mpv-master,stream.c
1555,s,FW,mpv-master,stream.c
1556,forward,VB,mpv-master,stream.c
1557,s,FW,mpv-master,stream.c
1558,buf,NN,mpv-master,stream.c
1559,buf size,NN NN,mpv-master,stream.c
1560,s,FW,mpv-master,stream.c
1561,s,FW,mpv-master,stream.c
1562,mem,NN,mpv-master,stream.c
1563,total,NN,mpv-master,stream.c
1564,s,FW,mpv-master,stream.c
1565,forward size,JJ NN,mpv-master,stream.c
1566,s,FW,mpv-master,stream.c
1567,buf,NN,mpv-master,stream.c
1568,buf size,NN NN,mpv-master,stream.c
1569,s,FW,mpv-master,stream.c
1570,buf,NN,mpv-master,stream.c
1571,len,NN,mpv-master,stream.c
1572,s,FW,mpv-master,stream.c
1573,len,NN,mpv-master,stream.c
1574,s,FW,mpv-master,stream.c
1575,s,FW,mpv-master,stream.c
1576,new pos,JJ NN,mpv-master,stream.c
1577,s,FW,mpv-master,stream.c
1578,pos,NN,mpv-master,stream.c
1579,s,FW,mpv-master,stream.c
1580,pos,NN,mpv-master,stream.c
1581,s,FW,mpv-master,stream.c
1582,cmd,NN,mpv-master,stream.c
1583,arg,NN,mpv-master,stream.c
1584,s,FW,mpv-master,stream.c
1585,s,FW,mpv-master,stream.c
1586,s,FW,mpv-master,stream.c
1587,s,FW,mpv-master,stream.c
1588,tal loc ctx,NNP NN NN,mpv-master,stream.c
1589,max size,JJ NN,mpv-master,stream.c
1590,filename,NN,mpv-master,stream.c
1591,tal loc ctx,NNP NN NN,mpv-master,stream.c
1592,global,JJ,mpv-master,stream.c
1593,max size,JJ NN,mpv-master,stream.c
1594,log,NN,mpv-master,stream.c
1595,proto,NN,mpv-master,stream.c
1596,stream,NN,mpv-master,stream_avdevice.c
1597,s,FW,mpv-master,stream_libarchive.c
1598,s,FW,mpv-master,stream_libarchive.c
1599,s,FW,mpv-master,stream_libarchive.c
1600,src,NN,mpv-master,stream_libarchive.c
1601,vol,NN,mpv-master,stream_libarchive.c
1602,arch,NN,mpv-master,stream_libarchive.c
1603,priv,JJ,mpv-master,stream_libarchive.c
1604,buffer,NN,mpv-master,stream_libarchive.c
1605,arch,NN,mpv-master,stream_libarchive.c
1606,priv,JJ,mpv-master,stream_libarchive.c
1607,offset,NN,mpv-master,stream_libarchive.c
1608,whence,WRB,mpv-master,stream_libarchive.c
1609,arch,NN,mpv-master,stream_libarchive.c
1610,priv,JJ,mpv-master,stream_libarchive.c
1611,request,NN,mpv-master,stream_libarchive.c
1612,arch,NN,mpv-master,stream_libarchive.c
1613,priv,JJ,mpv-master,stream_libarchive.c
1614,vol,NN,mpv-master,stream_libarchive.c
1615,arch,NN,mpv-master,stream_libarchive.c
1616,priv,JJ,mpv-master,stream_libarchive.c
1617,mpa,NNP,mpv-master,stream_libarchive.c
1618,mpa,NNP,mpv-master,stream_libarchive.c
1619,r,FW,mpv-master,stream_libarchive.c
1620,mpa,NNP,mpv-master,stream_libarchive.c
1621,mpa,NNP,mpv-master,stream_libarchive.c
1622,src,NN,mpv-master,stream_libarchive.c
1623,url,NNP,mpv-master,stream_libarchive.c
1624,index,NN,mpv-master,stream_libarchive.c
1625,ctx,NN,mpv-master,stream_libarchive.c
1626,format,NN,mpv-master,stream_libarchive.c
1627,base,NN,mpv-master,stream_libarchive.c
1628,index,NN,mpv-master,stream_libarchive.c
1629,ctx,NN,mpv-master,stream_libarchive.c
1630,format,NN,mpv-master,stream_libarchive.c
1631,base,NN,mpv-master,stream_libarchive.c
1632,index,NN,mpv-master,stream_libarchive.c
1633,mpa,NNP,mpv-master,stream_libarchive.c
1634,flags,NNS,mpv-master,stream_libarchive.c
1635,log,NN,mpv-master,stream_libarchive.c
1636,src,NN,mpv-master,stream_libarchive.c
1637,flags,NNS,mpv-master,stream_libarchive.c
1638,max volumes,JJ NNS,mpv-master,stream_libarchive.c
1639,log,NN,mpv-master,stream_libarchive.c
1640,src,NN,mpv-master,stream_libarchive.c
1641,flags,NNS,mpv-master,stream_libarchive.c
1642,max volumes,JJ NNS,mpv-master,stream_libarchive.c
1643,mpa,NNP,mpv-master,stream_libarchive.c
1644,s,FW,mpv-master,stream_libarchive.c
1645,s,FW,mpv-master,stream_libarchive.c
1646,buffer,NN,mpv-master,stream_libarchive.c
1647,max len,JJ NN,mpv-master,stream_libarchive.c
1648,s,FW,mpv-master,stream_libarchive.c
1649,new pos,JJ NN,mpv-master,stream_libarchive.c
1650,s,FW,mpv-master,stream_libarchive.c
1651,s,FW,mpv-master,stream_libarchive.c
1652,stream,NN,mpv-master,stream_libarchive.c
1653,s,FW,mpv-master,stream_concat.c
1654,buffer,NN,mpv-master,stream_concat.c
1655,len,NN,mpv-master,stream_concat.c
1656,s,FW,mpv-master,stream_concat.c
1657,new pos,JJ NN,mpv-master,stream_concat.c
1658,s,NNP,mpv-master,stream_concat.c
1659,s,NNP,mpv-master,stream_concat.c
1660,cur,NN,mpv-master,stream_concat.c
1661,new,JJ,mpv-master,stream_concat.c
1662,stream,NN,mpv-master,stream_concat.c
1663,args,NNP,mpv-master,stream_concat.c
1664,global,JJ,mpv-master,stream_concat.c
1665,c,FW,mpv-master,stream_concat.c
1666,streams,NNS,mpv-master,stream_concat.c
1667,num streams,NN NNS,mpv-master,stream_concat.c
1668,del sys,VB NN,mpv-master,dvb_tune.c
1669,fe fd,FW FW,mpv-master,dvb_tune.c
1670,log,NN,mpv-master,dvb_tune.c
1671,priv,JJ,mpv-master,dvb_tune.c
1672,adapter,NN,mpv-master,dvb_tune.c
1673,frontend,NN,mpv-master,dvb_tune.c
1674,demux cnt,NN NN,mpv-master,dvb_tune.c
1675,priv,JJ,mpv-master,dvb_tune.c
1676,cnt,NN,mpv-master,dvb_tune.c
1677,priv,JJ,mpv-master,dvb_tune.c
1678,fd,FW,mpv-master,dvb_tune.c
1679,pid,NNP,mpv-master,dvb_tune.c
1680,pes type,NNP NN,mpv-master,dvb_tune.c
1681,priv,JJ,mpv-master,dvb_tune.c
1682,dev no,NN NN,mpv-master,dvb_tune.c
1683,service id,NN NN,mpv-master,dvb_tune.c
1684,priv,JJ,mpv-master,dvb_tune.c
1685,fe status,FW NN,mpv-master,dvb_tune.c
1686,priv,JJ,mpv-master,dvb_tune.c
1687,fd frontend,FW NN,mpv-master,dvb_tune.c
1688,tm out,VB RP,mpv-master,dvb_tune.c
1689,fd,FW,mpv-master,dvb_tune.c
1690,v,FW,mpv-master,dvb_tune.c
1691,cmd,NN,mpv-master,dvb_tune.c
1692,t,FW,mpv-master,dvb_tune.c
1693,b,FW,mpv-master,dvb_tune.c
1694,secfd,FW,mpv-master,dvb_tune.c
1695,sat no,NNP NN,mpv-master,dvb_tune.c
1696,polv,NNP,mpv-master,dvb_tune.c
1697,hi lo,UH FW,mpv-master,dvb_tune.c
1698,priv,JJ,mpv-master,dvb_tune.c
1699,fd frontend,FW NN,mpv-master,dvb_tune.c
1700,del sys,VB NN,mpv-master,dvb_tune.c
1701,cmd seq,NN NN,mpv-master,dvb_tune.c
1702,priv,JJ,mpv-master,dvb_tune.c
1703,fd frontend,FW NN,mpv-master,dvb_tune.c
1704,del sys,VB NN,mpv-master,dvb_tune.c
1705,freq,NN,mpv-master,dvb_tune.c
1706,s rate,FW NN,mpv-master,dvb_tune.c
1707,pol,NNP,mpv-master,dvb_tune.c
1708,stream id,NN NN,mpv-master,dvb_tune.c
1709,spec Inv,NN NN,mpv-master,dvb_tune.c
1710,diseqc,NNP,mpv-master,dvb_tune.c
1711,modulation,NN,mpv-master,dvb_tune.c
1712,HP Code Rate,FW NN NN,mpv-master,dvb_tune.c
1713,Transmission Mode,NN NN,mpv-master,dvb_tune.c
1714,guard Interval,NN NN,mpv-master,dvb_tune.c
1715,bandwidth,NN,mpv-master,dvb_tune.c
1716,LP Code Rate,FW NN NN,mpv-master,dvb_tune.c
1717,hier,NNP,mpv-master,dvb_tune.c
1718,timeout,NN,mpv-master,dvb_tune.c
1719,priv,JJ,mpv-master,dvb_tune.c
1720,del sys,VB NN,mpv-master,dvb_tune.c
1721,freq,NN,mpv-master,dvb_tune.c
1722,pol,NNP,mpv-master,dvb_tune.c
1723,s rate,FW NN,mpv-master,dvb_tune.c
1724,diseqc,NNP,mpv-master,dvb_tune.c
1725,stream id,NN NN,mpv-master,dvb_tune.c
1726,spec Inv,NN NN,mpv-master,dvb_tune.c
1727,modulation,NN,mpv-master,dvb_tune.c
1728,guard Interval,NN NN,mpv-master,dvb_tune.c
1729,Transmission Mode,NN NN,mpv-master,dvb_tune.c
1730,band Width,NN NN,mpv-master,dvb_tune.c
1731,HP Code Rate,FW NN NN,mpv-master,dvb_tune.c
1732,LP Code Rate,FW NN NN,mpv-master,dvb_tune.c
1733,hier,NNP,mpv-master,dvb_tune.c
1734,timeout,NN,mpv-master,dvb_tune.c
1735,tal loc ctx,NNP NN NN,mpv-master,cookies.c
1736,src,NN,mpv-master,cookies.c
1737,ptr,NN,mpv-master,cookies.c
1738,ctx,NN,mpv-master,cookies.c
1739,global,JJ,mpv-master,cookies.c
1740,log,NN,mpv-master,cookies.c
1741,filename,NN,mpv-master,cookies.c
1742,tal loc ctx,NNP NN NN,mpv-master,cookies.c
1743,global,JJ,mpv-master,cookies.c
1744,log,NN,mpv-master,cookies.c
1745,file,NN,mpv-master,cookies.c
1746,stream,NN,mpv-master,stream_dvdnav.c
1747,device,NN,mpv-master,stream_dvdnav.c
1748,speed,NN,mpv-master,stream_dvdnav.c
1749,path,NN,mpv-master,stream_dvdnav.c
1750,ext,NNP,mpv-master,stream_dvdnav.c
1751,sig,NN,mpv-master,stream_dvdnav.c
1752,stream,NN,mpv-master,stream_dvdnav.c
1753,aid,NNP,mpv-master,stream_dvdnav.c
1754,stream,NN,mpv-master,stream_dvdnav.c
1755,sid,NNP,mpv-master,stream_dvdnav.c
1756,stream,NN,mpv-master,stream_dvdnav.c
1757,s,FW,mpv-master,stream_dvdnav.c
1758,buf,NN,mpv-master,stream_dvdnav.c
1759,max len,JJ NN,mpv-master,stream_dvdnav.c
1760,stream,NN,mpv-master,stream_dvdnav.c
1761,cmd,NN,mpv-master,stream_dvdnav.c
1762,arg,NN,mpv-master,stream_dvdnav.c
1763,s,FW,mpv-master,stream_dvdnav.c
1764,stream,NN,mpv-master,stream_dvdnav.c
1765,filename,NN,mpv-master,stream_dvdnav.c
1766,stream,NN,mpv-master,stream_dvdnav.c
1767,stream,NN,mpv-master,stream_dvdnav.c
1768,path,NN,mpv-master,stream_dvdnav.c
1769,stream,NN,mpv-master,stream_dvdnav.c
1770,stream,NN,mpv-master,stream_edl.c
1771,cr,FW,mpv-master,stream_dvb.c
1772,mod string,NN NN,mpv-master,stream_dvb.c
1773,vdr par str,NNP NN NN,mpv-master,stream_dvb.c
1774,ptr,NN,mpv-master,stream_dvb.c
1775,s,FW,mpv-master,stream_dvb.c
1776,sep,NN,mpv-master,stream_dvb.c
1777,p,FW,mpv-master,stream_dvb.c
1778,log,NN,mpv-master,stream_dvb.c
1779,pid string,NNP NN,mpv-master,stream_dvb.c
1780,ptr,NN,mpv-master,stream_dvb.c
1781,log,NN,mpv-master,stream_dvb.c
1782,list add,NN VB,mpv-master,stream_dvb.c
1783,cfg full transponder,NN JJ NN,mpv-master,stream_dvb.c
1784,filename,NN,mpv-master,stream_dvb.c
1785,frontend,NN,mpv-master,stream_dvb.c
1786,del sys,VB NN,mpv-master,stream_dvb.c
1787,del sys mask,VB NN NN,mpv-master,stream_dvb.c
1788,stream,NN,mpv-master,stream_dvb.c
1789,buffer,NN,mpv-master,stream_dvb.c
1790,size,NN,mpv-master,stream_dvb.c
1791,stream,NN,mpv-master,stream_dvb.c
1792,adapter,NN,mpv-master,stream_dvb.c
1793,n,FW,mpv-master,stream_dvb.c
1794,s,FW,mpv-master,stream_dvb.c
1795,cmd,FW,mpv-master,stream_dvb.c
1796,arg,FW,mpv-master,stream_dvb.c
1797,stream,NN,mpv-master,stream_dvb.c
1798,stream,NN,mpv-master,stream_dvb.c
1799,prog name,NN NN,mpv-master,stream_dvb.c
1800,stream,NN,mpv-master,stream_dvb.c
1801,stream,NN,mpv-master,stream_dvb.c
1802,stream,NN,mpv-master,stream_dvb.c
1803,stream,NN,mpv-master,stream_dvb.c
1804,s,FW,mpv-master,stream_slice.c
1805,buffer,NN,mpv-master,stream_slice.c
1806,len,NN,mpv-master,stream_slice.c
1807,s,FW,mpv-master,stream_slice.c
1808,new pos,JJ NN,mpv-master,stream_slice.c
1809,s,FW,mpv-master,stream_slice.c
1810,s,FW,mpv-master,stream_slice.c
1811,stream,NN,mpv-master,stream_slice.c
1812,stream,NN,mpv-master,stream_slice.c
1813,args,NNP,mpv-master,stream_slice.c
1814,s,FW,mpv-master,stream_file.c
1815,s,FW,mpv-master,stream_file.c
1816,buffer,NN,mpv-master,stream_file.c
1817,max len,JJ NN,mpv-master,stream_file.c
1818,s,FW,mpv-master,stream_file.c
1819,buffer,NN,mpv-master,stream_file.c
1820,len,NN,mpv-master,stream_file.c
1821,s,FW,mpv-master,stream_file.c
1822,new pos,JJ NN,mpv-master,stream_file.c
1823,s,FW,mpv-master,stream_file.c
1824,tal loc ctx,NNP NN NN,mpv-master,stream_file.c
1825,url,NNP,mpv-master,stream_file.c
1826,tal loc ctx,NNP NN NN,mpv-master,stream_file.c
1827,url,NNP,mpv-master,stream_file.c
1828,fd,FW,mpv-master,stream_file.c
1829,fd,FW,mpv-master,stream_file.c
1830,fd,FW,mpv-master,stream_file.c
1831,fd,FW,mpv-master,stream_file.c
1832,stream,NN,mpv-master,stream_file.c
1833,args,NNP,mpv-master,stream_file.c
1834,s,FW,mpv-master,stream_lavf.c
1835,buffer,NN,mpv-master,stream_lavf.c
1836,max len,JJ NN,mpv-master,stream_lavf.c
1837,s,FW,mpv-master,stream_lavf.c
1838,buffer,NN,mpv-master,stream_lavf.c
1839,len,NN,mpv-master,stream_lavf.c
1840,s,FW,mpv-master,stream_lavf.c
1841,new pos,JJ NN,mpv-master,stream_lavf.c
1842,s,FW,mpv-master,stream_lavf.c
1843,stream,NN,mpv-master,stream_lavf.c
1844,s,FW,mpv-master,stream_lavf.c
1845,cmd,NN,mpv-master,stream_lavf.c
1846,arg,NN,mpv-master,stream_lavf.c
1847,ctx,NN,mpv-master,stream_lavf.c
1848,dict,NN,mpv-master,stream_lavf.c
1849,target fmt,NN NN,mpv-master,stream_lavf.c
1850,global,JJ,mpv-master,stream_lavf.c
1851,log,NN,mpv-master,stream_lavf.c
1852,ta parent,FW NN,mpv-master,stream_lavf.c
1853,filename,NN,mpv-master,stream_lavf.c
1854,stream,NN,mpv-master,stream_lavf.c
1855,s,FW,mpv-master,stream_lavf.c
1856,s,FW,mpv-master,stream_cdda.c
1857,track,NN,mpv-master,stream_cdda.c
1858,s,FW,mpv-master,stream_cdda.c
1859,track,NN,mpv-master,stream_cdda.c
1860,in pos,IN NN,mpv-master,stream_cdda.c
1861,function,NN,mpv-master,stream_cdda.c
1862,s,FW,mpv-master,stream_cdda.c
1863,buffer,NN,mpv-master,stream_cdda.c
1864,max len,JJ NN,mpv-master,stream_cdda.c
1865,s,FW,mpv-master,stream_cdda.c
1866,new pos,JJ NN,mpv-master,stream_cdda.c
1867,s,FW,mpv-master,stream_cdda.c
1868,p,FW,mpv-master,stream_cdda.c
1869,sector,NN,mpv-master,stream_cdda.c
1870,stream,NN,mpv-master,stream_cdda.c
1871,cmd,NN,mpv-master,stream_cdda.c
1872,arg,NN,mpv-master,stream_cdda.c
1873,st,FW,mpv-master,stream_cdda.c
1874,st,FW,mpv-master,stream_cdda.c
1875,s,FW,mpv-master,stream_memory.c
1876,buffer,NN,mpv-master,stream_memory.c
1877,len,NN,mpv-master,stream_memory.c
1878,s,FW,mpv-master,stream_memory.c
1879,new pos,JJ NN,mpv-master,stream_memory.c
1880,s,FW,mpv-master,stream_memory.c
1881,stream,NN,mpv-master,stream_memory.c
1882,args,NNP,mpv-master,stream_memory.c
1883,global,JJ,mpv-master,stream_memory.c
1884,data,NNS,mpv-master,stream_memory.c
1885,len,NN,mpv-master,stream_memory.c
1886,stream,NN,mpv-master,stream_mf.c
1887,s,FW,mpv-master,stream_cb.c
1888,buffer,NN,mpv-master,stream_cb.c
1889,max len,JJ NN,mpv-master,stream_cb.c
1890,s,FW,mpv-master,stream_cb.c
1891,new pos,JJ NN,mpv-master,stream_cb.c
1892,s,FW,mpv-master,stream_cb.c
1893,s,FW,mpv-master,stream_cb.c
1894,stream,NN,mpv-master,stream_cb.c
1895,priv,JJ,mpv-master,stream_bluray.c
1896,priv,JJ,mpv-master,stream_bluray.c
1897,playlist,NN,mpv-master,stream_bluray.c
1898,priv,JJ,mpv-master,stream_bluray.c
1899,title,NN,mpv-master,stream_bluray.c
1900,s,FW,mpv-master,stream_bluray.c
1901,s,FW,mpv-master,stream_bluray.c
1902,ev,FW,mpv-master,stream_bluray.c
1903,s,FW,mpv-master,stream_bluray.c
1904,buf,NN,mpv-master,stream_bluray.c
1905,len,NN,mpv-master,stream_bluray.c
1906,s,FW,mpv-master,stream_bluray.c
1907,cmd,NN,mpv-master,stream_bluray.c
1908,arg,NN,mpv-master,stream_bluray.c
1909,err,NN,mpv-master,stream_bluray.c
1910,s,FW,mpv-master,stream_bluray.c
1911,s,FW,mpv-master,stream_bluray.c
1912,title guess,NN VB,mpv-master,stream_bluray.c
1913,s,FW,mpv-master,stream_bluray.c
1914,s,FW,mpv-master,stream_bluray.c
1915,path,NN,mpv-master,stream_bluray.c
1916,path,NN,mpv-master,stream_bluray.c
1917,stream,NN,mpv-master,stream_bluray.c
1918,ext,NNP,mpv-master,external_files.c
1919,list,NN,mpv-master,external_files.c
1920,opts,NNP,mpv-master,external_files.c
1921,ext,NNP,mpv-master,external_files.c
1922,f name,FW NN,mpv-master,external_files.c
1923,filename,NN,mpv-master,external_files.c
1924,opts,NNP,mpv-master,external_files.c
1925,a,FW,mpv-master,external_files.c
1926,b,FW,mpv-master,external_files.c
1927,a,FW,mpv-master,external_files.c
1928,b,FW,mpv-master,external_files.c
1929,name,NN,mpv-master,external_files.c
1930,fn start,FW NN,mpv-master,external_files.c
1931,ctx,NN,mpv-master,external_files.c
1932,filename,NN,mpv-master,external_files.c
1933,global,JJ,mpv-master,external_files.c
1934,opts,NNP,mpv-master,external_files.c
1935,s list,FW NN,mpv-master,external_files.c
1936,n sub,FW NN,mpv-master,external_files.c
1937,path,NN,mpv-master,external_files.c
1938,f name,FW NN,mpv-master,external_files.c
1939,limit fuzziness,NN NN,mpv-master,external_files.c
1940,limit type,NN NN,mpv-master,external_files.c
1941,s,FW,mpv-master,external_files.c
1942,end,NN,mpv-master,external_files.c
1943,s list,FW NN,mpv-master,external_files.c
1944,n sub,FW NNP,mpv-master,external_files.c
1945,global,JJ,mpv-master,external_files.c
1946,opts,NNP,mpv-master,external_files.c
1947,s list,NN NN,mpv-master,external_files.c
1948,n subs,FW NNS,mpv-master,external_files.c
1949,f name,FW NN,mpv-master,external_files.c
1950,paths,NNS,mpv-master,external_files.c
1951,cfg path,NNP NN,mpv-master,external_files.c
1952,type,NN,mpv-master,external_files.c
1953,global,JJ,mpv-master,external_files.c
1954,f name,FW NN,mpv-master,external_files.c
1955,opts,NNP,mpv-master,external_files.c
1956,mp ctx,FW NN,mpv-master,audio.c
1957,mp ctx,FW NN,mpv-master,audio.c
1958,mp ctx,FW NN,mpv-master,audio.c
1959,db,FW,mpv-master,audio.c
1960,mp ctx,FW NN,mpv-master,audio.c
1961,mp ctx,FW NN,mpv-master,audio.c
1962,mp ctx,FW NN,mpv-master,audio.c
1963,mp ctx,FW NN,mpv-master,audio.c
1964,ao c,FW FW,mpv-master,audio.c
1965,mp ctx,FW NN,mpv-master,audio.c
1966,mp ctx,FW NN,mpv-master,audio.c
1967,ao c,FW FW,mpv-master,audio.c
1968,mp ctx,FW NN,mpv-master,audio.c
1969,buf,NN,mpv-master,audio.c
1970,buf sz,NN NN,mpv-master,audio.c
1971,rate,NN,mpv-master,audio.c
1972,format,NN,mpv-master,audio.c
1973,channels,NNS,mpv-master,audio.c
1974,old,JJ,mpv-master,audio.c
1975,new,JJ,mpv-master,audio.c
1976,ao c,FW FW,mpv-master,audio.c
1977,ao,FW,mpv-master,audio.c
1978,mp ctx,FW NN,mpv-master,audio.c
1979,mp ctx,FW NN,mpv-master,audio.c
1980,track,NN,mpv-master,audio.c
1981,mp ctx,FW NN,mpv-master,audio.c
1982,mp ctx,FW NN,mpv-master,audio.c
1983,track,NN,mpv-master,audio.c
1984,mp ctx,FW NN,mpv-master,audio.c
1985,mp ctx,FW NN,mpv-master,audio.c
1986,mp ctx,FW NN,mpv-master,audio.c
1987,f,FW,mpv-master,audio.c
1988,mp ctx,FW NN,mpv-master,audio.c
1989,mp ctx,FW NN,mpv-master,audio.c
1990,pts,NNP,mpv-master,audio.c
1991,mp ctx,FW NN,mpv-master,audio.c
1992,mp ctx,FW NN,mpv-master,audio.c
1993,mp ctx,FW NN,mpv-master,audio.c
1994,L,FW,mpv-master,lua.c
1995,func,NN,mpv-master,lua.c
1996,ud,FW,mpv-master,lua.c
1997,L,FW,mpv-master,lua.c
1998,arg,NN,mpv-master,lua.c
1999,p,FW,mpv-master,lua.c
2000,data,NNS,libobs,obs-avc.c
2001,size,NN,libobs,obs-avc.c
2002,p,FW,libobs,obs-avc.c
2003,end,NN,libobs,obs-avc.c
2004,nal start,NNP NN,libobs,obs-avc.c
2005,is key frame,VBZ JJ NN,libobs,obs-avc.c
